FIPS,StateName,CountyName,PopEst2008
17009,Illinois,Brown County,6896
18009,Indiana,Blackford County,12971
19009,Iowa,Audubon County,6200
20009,Kansas,Barton County,27314
21009,Kentucky,Barren County,41797
22009,Louisiana,Avoyelles Parish,42040
23009,Maine,Hancock County,54371
24009,Maryland,Calvert County,87788
25009,Massachusetts,Essex County,734361
26009,Michigan,Antrim County,24047
27009,Minnesota,Benton County,38200
28009,Mississippi,Benton County,8769
29009,Missouri,Barry County,35935
30009,Montana,Carbon County,9965
31009,Nebraska,Blaine County,456
32009,Nevada,Esmeralda County,820
33009,New Hampshire,Grafton County,88745
34009,New Jersey,Cape May County,97550
35009,New Mexico,Curry County,45512
36009,New York,Cattaraugus County,80761
37009,North Carolina,Ashe County,26858
38009,North Dakota,Bottineau County,6370
39009,Ohio,Athens County,64546
40009,Oklahoma,Beckham County,22817
41009,Oregon,Columbia County,49209
42009,Pennsylvania,Bedford County,50052
44009,Rhode Island,Washington County,126672
45009,South Carolina,Bamberg County,16104
46009,South Dakota,Bon Homme County,7040
47009,Tennessee,Blount County,121716
48009,Texas,Archer County,9104
49009,Utah,Daggett County,993
50009,Vermont,Essex County,6404
51009,Virginia,Amherst County,32510
53009,Washington,Clallam County,70769
54009,West Virginia,Brooke County,24168
55009,Wisconsin,Brown County,244016
56009,Wyoming,Converse County,13486
1011,Alabama,Bullock County,10953
4011,Arizona,Greenlee County,8561
5011,Arkansas,Bradley County,11643
6011,California,Colusa County,21134
8011,Colorado,Bent County,5962
9011,Connecticut,New London County,272634
12011,Florida,Broward County,1723633
13011,Georgia,Banks County,17953
16011,Idaho,Bingham County,44414
17011,Illinois,Bureau County,35078
18011,Indiana,Boone County,54648
19011,Iowa,Benton County,26097
20011,Kansas,Bourbon County,15127
21011,Kentucky,Bath County,11647
22011,Louisiana,Beauregard Parish,34893
23011,Maine,Kennebec County,122147
24011,Maryland,Caroline County,32983
25011,Massachusetts,Franklin County,71571
26011,Michigan,Arenac County,16547
27011,Minnesota,Big Stone County,5328
28011,Mississippi,Bolivar County,35032
29011,Missouri,Barton County,12589
30011,Montana,Carter County,1172
31011,Nebraska,Boone County,5548
32011,Nevada,Eureka County,1778
33011,New Hampshire,Hillsborough County,399556
34011,New Jersey,Cumberland County,155738
35011,New Mexico,De Baca County,2000
36011,New York,Cayuga County,80482
37011,North Carolina,Avery County,18024
38011,North Dakota,Bowman County,3158
39011,Ohio,Auglaize County,46167
40011,Oklahoma,Blaine County,12019
41011,Oregon,Coos County,63226
42011,Pennsylvania,Berks County,407737
45011,South Carolina,Barnwell County,22761
46011,South Dakota,Brookings County,31363
47011,Tennessee,Bradley County,97547
48011,Texas,Armstrong County,1936
49011,Utah,Davis County,295801
50011,Vermont,Franklin County,47462
51011,Virginia,Appomattox County,14795
53011,Washington,Clark County,415282
54011,West Virginia,Cabell County,95209
55011,Wisconsin,Buffalo County,13734
56011,Wyoming,Crook County,6823
4012,Arizona,La Paz County,20555
1013,Alabama,Butler County,20949
2013,Alaska,Aleutians East Borough,2991
4013,Arizona,Maricopa County,3771061
5013,Arkansas,Calhoun County,5528
6013,California,Contra Costa County,1023344
8013,Colorado,Boulder County,290859
9013,Connecticut,Tolland County,151583
12013,Florida,Calhoun County,14351
13013,Georgia,Barrow County,67362
16013,Idaho,Blaine County,21477
17013,Illinois,Calhoun County,5084
18013,Indiana,Brown County,15274
19013,Iowa,Black Hawk County,129203
20013,Kansas,Brown County,9988
21013,Kentucky,Bell County,28836
22013,Louisiana,Bienville Parish,14494
23013,Maine,Knox County,40225
24013,Maryland,Carroll County,167433
25013,Massachusetts,Hampden County,462053
26013,Michigan,Baraga County,8822
27013,Minnesota,Blue Earth County,62860
28013,Mississippi,Calhoun County,14912
29013,Missouri,Bates County,17194
30013,Montana,Cascade County,80529
31013,Nebraska,Box Butte County,11482
32013,Nevada,Humboldt County,15958
33013,New Hampshire,Merrimack County,147170
34013,New Jersey,Essex County,778165
35013,New Mexico,Doña Ana County,200855
36013,New York,Chautauqua County,135229
37013,North Carolina,Beaufort County,47297
38013,North Dakota,Burke County,1902
39013,Ohio,Belmont County,70356
40013,Oklahoma,Bryan County,41453
41013,Oregon,Crook County,21811
42013,Pennsylvania,Blair County,127112
45013,South Carolina,Beaufort County,156399
46013,South Dakota,Brown County,35865
47013,Tennessee,Campbell County,40672
48013,Texas,Atascosa County,43947
49013,Utah,Duchesne County,17412
50013,Vermont,Grand Isle County,7211
51013,Virginia,Arlington County,196305
53013,Washington,Columbia County,3903
54013,West Virginia,Calhoun County,7621
55013,Wisconsin,Burnett County,15696
56013,Wyoming,Fremont County,38907
8014,Colorado,Broomfield County,53181
1015,Alabama,Calhoun County,117274
4015,Arizona,Mohave County,200078
5015,Arkansas,Carroll County,26822
6015,California,Del Norte County,28496
8015,Colorado,Chaffee County,17573
9015,Connecticut,Windham County,117888
12015,Florida,Charlotte County,160467
13015,Georgia,Bartow County,98415
16015,Idaho,Boise County,7148
17015,Illinois,Carroll County,15638
18015,Indiana,Carroll County,20114
19015,Iowa,Boone County,26454
20015,Kansas,Butler County,64941
21015,Kentucky,Boone County,115262
22015,Louisiana,Bossier Parish,113824
23015,Maine,Lincoln County,34768
24015,Maryland,Cecil County,100232
25015,Massachusetts,Hampshire County,157615
26015,Michigan,Barry County,59788
27015,Minnesota,Brown County,25992
28015,Mississippi,Carroll County,10694
29015,Missouri,Benton County,19046
30015,Montana,Chouteau County,5774
31015,Nebraska,Boyd County,2102
32015,Nevada,Lander County,5521
33015,New Hampshire,Rockingham County,294996
34015,New Jersey,Gloucester County,286072
35015,New Mexico,Eddy County,52566
36015,New York,Chemung County,88503
37015,North Carolina,Bertie County,21121
38015,North Dakota,Burleigh County,78678
39015,Ohio,Brown County,44668
40015,Oklahoma,Caddo County,28612
41015,Oregon,Curry County,22305
42015,Pennsylvania,Bradford County,62318
45015,South Carolina,Berkeley County,171099
46015,South Dakota,Brule County,5112
47015,Tennessee,Cannon County,13822
48015,Texas,Austin County,27935
49015,Utah,Emery County,10740
50015,Vermont,Lamoille County,23971
51015,Virginia,Augusta County,73555
53015,Washington,Cowlitz County,101688
54015,West Virginia,Clay County,9603
55015,Wisconsin,Calumet County,48014
56015,Wyoming,Goshen County,12772
2016,Alaska,Aleutians West Census Area,5393
1017,Alabama,Chambers County,34563
4017,Arizona,Navajo County,107626
5017,Arkansas,Chicot County,12050
6017,California,El Dorado County,179150
8017,Colorado,Cheyenne County,1881
12017,Florida,Citrus County,142122
13017,Georgia,Ben Hill County,17675
16017,Idaho,Bonner County,40966
17017,Illinois,Cass County,13660
18017,Indiana,Cass County,39070
19017,Iowa,Bremer County,24162
20017,Kansas,Chase County,2810
21017,Kentucky,Bourbon County,20046
22017,Louisiana,Caddo Parish,251953
23017,Maine,Oxford County,58138
24017,Maryland,Charles County,143783
25017,Massachusetts,Middlesex County,1477049
26017,Michigan,Bay County,108320
27017,Minnesota,Carlton County,34986
28017,Mississippi,Chickasaw County,17639
29017,Missouri,Bollinger County,12429
30017,Montana,Custer County,11515
31017,Nebraska,Brown County,3149
32017,Nevada,Lincoln County,5106
33017,New Hampshire,Strafford County,122460
34017,New Jersey,Hudson County,619533
35017,New Mexico,Grant County,29921
36017,New York,Chenango County,51326
37017,North Carolina,Bladen County,34665
38017,North Dakota,Cass County,144290
39017,Ohio,Butler County,364179
40017,Oklahoma,Canadian County,109969
41017,Oregon,Deschutes County,156820
42017,Pennsylvania,Bucks County,623297
45017,South Carolina,Calhoun County,15175
46017,South Dakota,Buffalo County,1956
47017,Tennessee,Carroll County,28645
48017,Texas,Bailey County,6979
49017,Utah,Garfield County,5010
50017,Vermont,Orange County,29032
51017,Virginia,Bath County,4778
53017,Washington,Douglas County,37216
54017,West Virginia,Doddridge County,8034
55017,Wisconsin,Chippewa County,61524
56017,Wyoming,Hot Springs County,4698
1019,Alabama,Cherokee County,25636
4019,Arizona,Pima County,967778
5019,Arkansas,Clark County,23272
6019,California,Fresno County,909630
8019,Colorado,Clear Creek County,9138
12019,Florida,Clay County,187289
13019,Georgia,Berrien County,18863
16019,Idaho,Bonneville County,100811
17019,Illinois,Champaign County,197570
18019,Indiana,Clark County,107406
19019,Iowa,Buchanan County,21154
20019,Kansas,Chautauqua County,3735
21019,Kentucky,Boyd County,49244
22019,Louisiana,Calcasieu Parish,188928
23019,Maine,Penobscot County,153372
24019,Maryland,Dorchester County,32466
25019,Massachusetts,Nantucket County,10170
26019,Michigan,Benzie County,17733
27019,Minnesota,Carver County,88812
28019,Mississippi,Choctaw County,8703
29019,Missouri,Boone County,158089
30019,Montana,Daniels County,1704
31019,Nebraska,Buffalo County,45343
32019,Nevada,Lyon County,52156
33019,New Hampshire,Sullivan County,43767
34019,New Jersey,Hunterdon County,128449
35019,New Mexico,Guadalupe County,4701
36019,New York,Clinton County,82401
37019,North Carolina,Brunswick County,103257
38019,North Dakota,Cavalier County,4008
39019,Ohio,Carroll County,28999
40019,Oklahoma,Carter County,46910
41019,Oregon,Douglas County,107316
42019,Pennsylvania,Butler County,182673
45019,South Carolina,Charleston County,341921
46019,South Dakota,Butte County,9977
47019,Tennessee,Carter County,57895
48019,Texas,Bandera County,20407
49019,Utah,Grand County,8981
50019,Vermont,Orleans County,27269
51019,Virginia,Bedford County,67594
53019,Washington,Ferry County,7439
54019,West Virginia,Fayette County,46171
55019,Wisconsin,Clark County,34644
56019,Wyoming,Johnson County,8460
2020,Alaska,Anchorage Municipality,281554
1021,Alabama,Chilton County,43239
4021,Arizona,Pinal County,335311
5021,Arkansas,Clay County,16209
6021,California,Glenn County,28019
8021,Colorado,Conejos County,8200
12021,Florida,Collier County,316641
13021,Georgia,Bibb County,154384
16021,Idaho,Boundary County,10831
17021,Illinois,Christian County,34974
18021,Indiana,Clay County,27058
19021,Iowa,Buena Vista County,19855
20021,Kansas,Cherokee County,21720
21021,Kentucky,Boyle County,28288
22021,Louisiana,Caldwell Parish,10224
23021,Maine,Piscataquis County,17534
24021,Maryland,Frederick County,229286
25021,Massachusetts,Norfolk County,661703
26021,Michigan,Berrien County,157380
27021,Minnesota,Cass County,28733
28021,Mississippi,Claiborne County,9940
29021,Missouri,Buchanan County,88317
30021,Montana,Dawson County,8925
31021,Nebraska,Burt County,6967
32021,Nevada,Mineral County,4781
34021,New Jersey,Mercer County,364119
35021,New Mexico,Harding County,690
36021,New York,Columbia County,63253
37021,North Carolina,Buncombe County,233772
38021,North Dakota,Dickey County,5305
39021,Ohio,Champaign County,40263
40021,Oklahoma,Cherokee County,46217
41021,Oregon,Gilliam County,1886
42021,Pennsylvania,Cambria County,144646
45021,South Carolina,Cherokee County,54981
46021,South Dakota,Campbell County,1456
47021,Tennessee,Cheatham County,38947
48021,Texas,Bastrop County,72389
49021,Utah,Iron County,44547
50021,Vermont,Rutland County,62368
51021,Virginia,Bland County,6921
53021,Washington,Franklin County,70775
54021,West Virginia,Gilmer County,8408
55021,Wisconsin,Columbia County,56362
56021,Wyoming,Laramie County,89077
1023,Alabama,Choctaw County,14114
4023,Arizona,Santa Cruz County,46144
5023,Arkansas,Cleburne County,25623
6023,California,Humboldt County,132657
8023,Colorado,Costilla County,3532
12023,Florida,Columbia County,67318
13023,Georgia,Bleckley County,12985
16023,Idaho,Butte County,2846
17023,Illinois,Clark County,16634
18023,Indiana,Clinton County,33352
19023,Iowa,Butler County,14957
20023,Kansas,Cheyenne County,2778
21023,Kentucky,Bracken County,8471
22023,Louisiana,Cameron Parish,7434
23023,Maine,Sagadahoc County,35860
24023,Maryland,Garrett County,30222
25023,Massachusetts,Plymouth County,490371
26023,Michigan,Branch County,46305
27023,Minnesota,Chippewa County,12376
28023,Mississippi,Clarke County,16772
29023,Missouri,Butler County,42351
30023,Montana,Deer Lodge County,9351
31023,Nebraska,Butler County,8355
32023,Nevada,Nye County,44367
34023,New Jersey,Middlesex County,799191
35023,New Mexico,Hidalgo County,5022
36023,New York,Cortland County,49537
37023,North Carolina,Burke County,90788
38023,North Dakota,Divide County,2022
39023,Ohio,Clark County,139404
40023,Oklahoma,Choctaw County,15112
41023,Oregon,Grant County,7303
42023,Pennsylvania,Cameron County,5186
45023,South Carolina,Chester County,33454
46023,South Dakota,Charles Mix County,9009
47023,Tennessee,Chester County,16840
48023,Texas,Baylor County,3747
49023,Utah,Juab County,10024
50023,Vermont,Washington County,59278
51023,Virginia,Botetourt County,32955
53023,Washington,Garfield County,2244
54023,West Virginia,Grant County,12022
55023,Wisconsin,Crawford County,16808
56023,Wyoming,Lincoln County,17629
1025,Alabama,Clarke County,26283
4025,Arizona,Yavapai County,211211
5025,Arkansas,Cleveland County,8775
6025,California,Imperial County,167917
8025,Colorado,Crowley County,5947
13025,Georgia,Brantley County,17593
16025,Idaho,Camas County,1120
17025,Illinois,Clay County,13971
18025,Indiana,Crawford County,10792
19025,Iowa,Calhoun County,9845
20025,Kansas,Clark County,2225
21025,Kentucky,Breathitt County,14249
22025,Louisiana,Catahoula Parish,10567
23025,Maine,Somerset County,52316
24025,Maryland,Harford County,242779
25025,Massachusetts,Suffolk County,702201
26025,Michigan,Calhoun County,137313
27025,Minnesota,Chisago County,53012
28025,Mississippi,Clay County,20878
29025,Missouri,Caldwell County,9359
30025,Montana,Fallon County,2807
31025,Nebraska,Cass County,25322
34025,New Jersey,Monmouth County,627348
35025,New Mexico,Lea County,62737
36025,New York,Delaware County,48363
37025,North Carolina,Cabarrus County,171915
38025,North Dakota,Dunn County,3470
39025,Ohio,Clermont County,195891
40025,Oklahoma,Cimarron County,2449
41025,Oregon,Harney County,7375
42025,Pennsylvania,Carbon County,64947
45025,South Carolina,Chesterfield County,46319
46025,South Dakota,Clark County,3714
47025,Tennessee,Claiborne County,32006
48025,Texas,Bee County,31814
49025,Utah,Kane County,6853
50025,Vermont,Windham County,44407
51025,Virginia,Brunswick County,17791
53025,Washington,Grant County,84944
54025,West Virginia,Greenbrier County,35457
55025,Wisconsin,Dane County,477791
56025,Wyoming,Natrona County,73682
1027,Alabama,Clay County,14161
4027,Arizona,Yuma County,191202
5027,Arkansas,Columbia County,24666
6027,California,Inyo County,18318
8027,Colorado,Custer County,4107
12027,Florida,DeSoto County,34374
13027,Georgia,Brooks County,16475
16027,Idaho,Canyon County,184996
17027,Illinois,Clinton County,37472
18027,Indiana,Daviess County,30947
19027,Iowa,Carroll County,20742
20027,Kansas,Clay County,8618
21027,Kentucky,Breckinridge County,20018
22027,Louisiana,Claiborne Parish,17169
23027,Maine,Waldo County,38680
24027,Maryland,Howard County,278405
25027,Massachusetts,Worcester County,790847
26027,Michigan,Cass County,52684
27027,Minnesota,Clay County,57056
28027,Mississippi,Coahoma County,26549
29027,Missouri,Callaway County,43855
30027,Montana,Fergus County,11448
31027,Nebraska,Cedar County,8839
32027,Nevada,Pershing County,6665
34027,New Jersey,Morris County,489743
35027,New Mexico,Lincoln County,20458
36027,New York,Dutchess County,296267
37027,North Carolina,Caldwell County,82527
38027,North Dakota,Eddy County,2470
39027,Ohio,Clinton County,42656
40027,Oklahoma,Cleveland County,246790
41027,Oregon,Hood River County,21589
42027,Pennsylvania,Centre County,151645
45027,South Carolina,Clarendon County,34875
46027,South Dakota,Clay County,13959
47027,Tennessee,Clay County,7862
48027,Texas,Bell County,297873
49027,Utah,Millard County,12146
50027,Vermont,Windsor County,56850
51027,Virginia,Buchanan County,24371
53027,Washington,Grays Harbor County,72027
54027,West Virginia,Hampshire County,23664
55027,Wisconsin,Dodge County,89239
56027,Wyoming,Niobrara County,2467
35028,New Mexico,Los Alamos County,17924
1029,Alabama,Cleburne County,14874
5029,Arkansas,Conway County,21025
6029,California,Kern County,818327
8029,Colorado,Delta County,30712
12029,Florida,Dixie County,16214
13029,Georgia,Bryan County,29178
16029,Idaho,Caribou County,6840
17029,Illinois,Coles County,53454
18029,Indiana,Dearborn County,49643
19029,Iowa,Cass County,13935
20029,Kansas,Cloud County,9541
21029,Kentucky,Bullitt County,72738
22029,Louisiana,Concordia Parish,20420
23029,Maine,Washington County,33289
24029,Maryland,Kent County,20150
26029,Michigan,Charlevoix County,26280
27029,Minnesota,Clearwater County,8603
28029,Mississippi,Copiah County,29584
29029,Missouri,Camden County,43462
30029,Montana,Flathead County,90260
31029,Nebraska,Chase County,3865
32029,Nevada,Storey County,4099
34029,New Jersey,Ocean County,569485
35029,New Mexico,Luna County,25375
36029,New York,Erie County,920571
37029,North Carolina,Camden County,9802
38029,North Dakota,Emmons County,3588
39029,Ohio,Columbiana County,108469
40029,Oklahoma,Coal County,5745
41029,Oregon,Jackson County,201162
42029,Pennsylvania,Chester County,491473
45029,South Carolina,Colleton County,39014
46029,South Dakota,Codington County,27043
47029,Tennessee,Cocke County,35666
48029,Texas,Bexar County,1651709
49029,Utah,Morgan County,9126
51029,Virginia,Buckingham County,16819
53029,Washington,Island County,78375
54029,West Virginia,Hancock County,30802
55029,Wisconsin,Door County,28023
56029,Wyoming,Park County,27594
1031,Alabama,Coffee County,48516
5031,Arkansas,Craighead County,93316
6031,California,Kings County,152027
8031,Colorado,Denver County,575721
12031,Florida,Duval County,855437
13031,Georgia,Bulloch County,67092
16031,Idaho,Cassia County,22134
17031,Illinois,Cook County,5161831
18031,Indiana,Decatur County,25600
19031,Iowa,Cedar County,18460
20031,Kansas,Coffey County,8563
21031,Kentucky,Butler County,12745
22031,Louisiana,De Soto Parish,26590
23031,Maine,York County,197650
24031,Maryland,Montgomery County,942748
26031,Michigan,Cheboygan County,26738
27031,Minnesota,Cook County,5255
28031,Mississippi,Covington County,19594
29031,Missouri,Cape Girardeau County,74141
30031,Montana,Gallatin County,88932
31031,Nebraska,Cherry County,5752
32031,Nevada,Washoe County,414793
34031,New Jersey,Passaic County,494904
35031,New Mexico,McKinley County,70449
36031,New York,Essex County,39435
37031,North Carolina,Carteret County,64700
38031,North Dakota,Foster County,3436
39031,Ohio,Coshocton County,36953
40031,Oklahoma,Comanche County,118001
41031,Oregon,Jefferson County,21885
42031,Pennsylvania,Clarion County,40355
45031,South Carolina,Darlington County,68773
46031,South Dakota,Corson County,4051
47031,Tennessee,Coffee County,52460
48031,Texas,Blanco County,10061
49031,Utah,Piute County,1511
51031,Virginia,Campbell County,54232
53031,Washington,Jefferson County,29648
54031,West Virginia,Hardy County,13793
55031,Wisconsin,Douglas County,43830
56031,Wyoming,Platte County,8622
1033,Alabama,Colbert County,54473
5033,Arkansas,Crawford County,60933
6033,California,Lake County,64392
8033,Colorado,Dolores County,2061
12033,Florida,Escambia County,296854
13033,Georgia,Burke County,23084
16033,Idaho,Clark County,981
17033,Illinois,Crawford County,19831
18033,Indiana,DeKalb County,42033
19033,Iowa,Cerro Gordo County,44285
20033,Kansas,Comanche County,1902
21033,Kentucky,Caldwell County,12985
22033,Louisiana,East Baton Rouge Parish,433723
24033,Maryland,Prince George's County,850167
26033,Michigan,Chippewa County,39247
